-0.14788,0.14792
-0.10369,0.10364
-0.11003,0.11013
-0.080694,0.080618
-0.075708,0.075719
0.16585,-0.16581
-0.14278,0.14274
-0.038482,0.038404
0.10669,-0.10672
-0.094085,0.094034
0.1209,-0.12087
-0.098988,0.099002
0.054887,-0.054919
0.087267,-0.087242
-0.21729,0.21733
-0.1606,0.16055
0.054434,-0.054479
0.10138,-0.10133
-0.10699,0.10701
-0.027551,0.027644
-0.001161,0.0011957
0.10883,-0.10887
-0.026425,0.026391
-0.31136,0.31136
-0.077224,0.077299
0.020675,-0.02065
0.21871,-0.21868
-0.070769,0.070828
0.056727,-0.056691
0.13386,-0.1339
0.045761,-0.045827
-0.16201,0.16203
-0.070056,0.070115
-0.018197,0.018198
-0.011022,0.011021
0.020312,-0.020292
-0.055597,0.055524
0.055912,-0.055855
-0.015426,0.015367
-0.054733,0.054782
0.028823,-0.028776
-0.0089152,0.0089065
-0.074022,0.074002
-0.026521,0.026577
-0.017831,0.017896
0.014947,-0.014906
-0.069027,0.069045
-0.097339,0.097331
0.028552,-0.028557
0.069054,-0.069081
-0.052947,0.052973
0.011521,-0.011491
0.008184,-0.0082319
-0.0098868,0.0098826
-0.086019,0.08603
-0.16765,0.1677
-0.054352,0.054335
-0.054793,0.054724
0.066138,-0.066141
0.028283,-0.028331
-0.011776,0.011786
-0.023131,0.023125
0.025919,-0.025934
-0.064788,0.064768
-0.061381,0.061384
-0.028262,0.028267
-0.043543,0.043537
-0.02068,0.020644
-0.037023,0.037051
0.036566,-0.036572
-0.029006,0.02895
-0.0064807,0.0064677
0.042903,-0.042814
0.007824,-0.0078522
-0.011985,0.011951
-0.040503,0.040575
0.025942,-0.026006
0.038388,-0.038328
-0.073676,0.073669
-0.064714,0.064693
0.0014145,-0.0013878
0.041328,-0.041339
-0.022061,0.022018
0.0084998,-0.0084878
0.015985,-0.016015
0.0036543,-0.0036933
-0.0051019,0.0051457
-0.10725,0.10729
-0.0061441,0.00611
-0.012173,0.012102
0.069164,-0.069172
-0.036285,0.03623
-0.0012297,0.0011804
0.037437,-0.037469
0.020086,-0.020186
-0.035885,0.035868
-0.012055,0.012014
0.00014413,-0.00020665
-0.0063988,0.0064254
0.0079004,-0.0079289
-0.026713,0.026707
0.035984,-0.035975
-0.016292,0.016344
-0.018797,0.01879
0.0055797,-0.0055879
0.021647,-0.021639
-0.054722,0.054721
0.0077027,-0.0077165
-0.0083137,0.0083086
0.0024295,-0.0023661
-0.0094719,0.0095263
-0.046694,0.046623
0.0027747,-0.0028003
-0.013096,0.013111
-0.028879,0.028853
-0.032416,0.032396
0.0065563,-0.0065649
0.0060666,-0.0060547
-0.030186,0.030222
-0.090648,0.090627
-0.032966,0.03289
-0.036664,0.036689
0.079418,-0.079449
-0.0056321,0.0056281
-0.01025,0.010199
0.050466,-0.050439
0.010672,-0.010703
-0.048503,0.048464
0.0047464,-0.004795
-0.077888,0.07784
-0.081507,0.081476
-0.01488,0.014957
-0.031873,0.031793
0.036242,-0.036186
-0.066709,0.066715
-0.027033,0.027027
0.0050025,-0.0049952
0.036356,-0.036332
-0.027645,0.027641
0.0082451,-0.0082514
0.0050794,-0.0050234
-0.0064367,0.0063835
0.0066474,-0.006636
-0.0408,0.040782
0.028981,-0.028937
0.0070533,-0.0070557
-0.017812,0.017747
-0.019181,0.019193
0.025213,-0.025232
-0.0068578,0.0068556
-0.01905,0.019074
-0.035114,0.035197
-0.017605,0.017595
-0.031161,0.031118
0.080802,-0.080813
-0.036587,0.03664
0.0012454,-0.0012259
0.047147,-0.04721
0.036139,-0.036129
-0.0025094,0.0024685
-0.047293,0.047281
-0.037539,0.037483
-0.051537,0.051552
-0.01703,0.01705
-0.090607,0.090595
0.050939,-0.050923
-0.029672,0.029671
-0.01051,0.010513
0.036002,-0.036028
-0.018864,0.018827
0.055732,-0.055768
-0.051605,0.051533
0.025569,-0.025556
0.029269,-0.029246
-0.052831,0.052836
-0.074818,0.074839
0.015255,-0.015249
0.022613,-0.022613
-0.00068999,0.000685
0.0101,-0.010154
0.0050028,-0.0050072
0.03964,-0.039637
-0.0029383,0.0029419
-0.14206,0.14208
-0.017351,0.01727
0.020183,-0.020103
0.031695,-0.031668
-0.035484,0.035545
0.017589,-0.017565
0.026584,-0.026538
0.00060694,-0.00056048
-0.0045043,0.0045481
0.96959,-0.96958
